artist_id,artist_name,artist_popularity,total_followers,artist_genre
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,80,5655509,acoustic
2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,75,1521757,acoustic
610EjgFatGvVPtib97jQ8G,NEEDTOBREATHE,72,611481,acoustic
4AapPt7H6bGH4i7chTulpI,Ben Rector,70,256138,acoustic
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,75,1974147,acoustic
6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,71,804480,acoustic
5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,70,1063047,acoustic
4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,71,915345,acoustic
2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,69,448239,acoustic
5D3muNJhYYunbRkh3FKgX0,Chord Overstreet,72,73741,acoustic
3RMHexittaAZkf8zukkZB8,Trevor Hall,67,252199,acoustic
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,67,690065,acoustic
7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,72,412884,acoustic
3aBkeBhwadnWMWoVJ2CxJC,Rob Thomas,67,601239,acoustic
2NQEwAVHBNcI0tGMLlWwF1,Mat Kearney,63,421208,acoustic
4NGiEU3Pkd8ASRyQR30jcA,Matt Nathanson,63,313425,acoustic
4igDSX1kgfWbVTDCywcBGm,Johnnyswim,63,184428,acoustic
4IDpDJIDfK96HMLD4Tphyl,AJJ,61,154461,acoustic
0QrowybipCKUDnq5y10PD2,Amos Lee,64,363054,acoustic
6J7rw7NELJUCThPbAfyLIE,The Civil Wars,65,751420,acoustic
7FgMLbnZVrEnir95O0YujA,Five For Fighting,64,594646,acoustic
2PCUhxD40qlMqsKHjTZD2e,Parachute,64,537877,acoustic
3w6zswp5THsSKYLICUbDTZ,Gabrielle Aplin,70,580451,acoustic
0rpMdBzQXf7aYRnu5fDBJy,Violent Femmes,61,447778,acoustic
7dq8KEwf0kQXJhM79iwcPh,JJ Heller,63,67416,acoustic
5zuqnTZOeJzI0N0yQ7XA7I,Ruston Kelly,59,33850,acoustic
65o6y7GtoXzchyiJB3r9Ur,Penny and Sparrow,60,71506,acoustic
16QSVsPKl743hu4U5C18R8,Josh Garrels,61,183137,acoustic
0mXTJETA4XUa12MmmXxZJh,Eddie Vedder,68,1145837,acoustic
6CmXhyslohOFRJMtPpRm4O,Ron Pope,64,244697,acoustic
4SOtk3HtPYKqxnVuxNBMti,Donovan Woods,64,50837,acoustic
4RwbDag6jWIYJnEGH6Wte9,Drew Holcomb & The Neighbors,59,94990,acoustic
0L6Gwm0JDrgIQJfjarWSUR,Edwin McCain,62,215315,acoustic
4TCXgdDPm10ensLNCVnIYa,Joy Williams,63,92629,acoustic
7J2lZBANizgPNfUzux31PV,David Gray,66,460136,acoustic
26DytDdxKgr9N0tdrBSLs2,Wilder Woods,58,28773,acoustic
7m60UAnbgFFNuJbmS6OxTk,Sister Hazel,57,227960,acoustic
0ekbDNE2eOq8QiaXM34wer,Howie Day,61,253056,acoustic
14r9dR01KeBLFfylVSKCZQ,Damien Rice,67,893537,acoustic
0FC1LIeQXKib0jOwZqeIwT,Brett Dennen,58,160646,acoustic
27M9shmwhIjRo7WntpT9Rp,Frank Turner,61,291059,acoustic
2JMtxA2S9SNUlqBlkDtXm6,The National Parks,57,53219,acoustic
3UAk61T8PItbpgEi9u7ofY,Andrew Belle,60,172248,acoustic
34482S5nfxR441wcnVfrHi,Noah Gundersen,57,116746,acoustic
4UXiNDHAiv8DOSLkp0GbSm,Front Porch Step,53,131176,acoustic
25mrbNwFzoqPWyYXLhiDRw,Alexi Murdoch,59,210700,acoustic
6igfLpd8s6DBBAuwebRUuo,Josh Ritter,58,129618,acoustic
07FfkbljNIdl45Ijlh1aXS,RHODES,64,89708,acoustic
0syIRg9MPSpJIC0QCPUaHB,Beta Radio,59,48766,acoustic
4LoM3lMauQ540MW9QiyIcR,Anna Nalick,56,120633,acoustic
0yNSzH5nZmHzeE2xn6Xshb,Calle 13,74,2338579,afrobeat
6LufpoVlIYKQCu9Gjpk8B7,Sharon Jones & The Dap-Kings,61,206723,afrobeat
4YHtIE7FI8ITfekzzN5Jpl,Shuggie Otis,60,98025,afrobeat
1PryMSya1JnSAlcwYawCxp,Menahan Street Band,60,92777,afrobeat
5q4eLKmqFVP0xII8087PHz,The Budos Band,57,115710,afrobeat
2JRvXPGWiINrnJljNJhG5s,The Meters,59,174202,afrobeat
0cLrgpG3pW4MX4nD8h6qCc,El Michels Affair,57,93325,afrobeat
7HGFXtBhRq3g1Ma3nH4Rgv,Mulatu Astatke,57,133807,afrobeat
6R9Mv0bgGE4Tqxna1q5Mrj,Roy Ayers,57,142191,afrobeat
2bToe6WyGvADJftreuXh2K,Lee Fields & The Expressions,57,113163,afrobeat
65CKKZilbcSKkAPC9a5Mvh,Oumou Sangaré,57,66616,afrobeat
4JfFdF9Row7UXtdsKtT6tc,Darondo,57,67803,afrobeat
4lJHGi5dlJmWwFH0JKF6di,The J.B.'s,58,79780,afrobeat
5CG9X521RDFWCuAhlo6QoR,Fela Kuti,56,316192,afrobeat
4ssUf5gLb1GBLxi1BhPrVt,Jorge Drexler,70,557520,afrobeat
6JpZEemWmunccsrHXFUOgi,Tony Allen,57,77977,afrobeat
755pQSGUy6rtPrUCbnJTvi,William Onyeabor,53,83863,afrobeat
4hfcSstwnyuBoek1dQwLkG,Cymande,57,117498,afrobeat
3mNygoyrEKLgo6sx0MzwOL,Ali Farka Touré,57,157574,afrobeat
5x3mrCTZmkoTXURN7pWdGN,Los Amigos Invisibles,65,305463,afrobeat
3VY7IlU2547DIC1ca88lRH,CalledOut Music,49,27694,afrobeat
6LXZac7iBIZgnNrywTkQRw,Monophonics,51,57965,afrobeat
7dZiPXbSCTAgUpmpgNoLjt,Amanaz,48,19989,afrobeat
0rsN9DKQhTCvkgbByOOBIm,Hailu Mergia,49,33965,afrobeat
4wvPcMJk7L9Rbw9Qh4kBeH,Hypnotic Brass Ensemble,50,55758,afrobeat
7xT0arvCDupDU1YYy0BNv9,Orchestra Baobab,53,89078,afrobeat
2gR0iQTVBPHDKiNn1Kq8HI,Ebo Taylor,52,53916,afrobeat
1DJVvIcjKhdedkuGRzW7PG,The New Mastersounds,49,54806,afrobeat
0dAZ2slrElfR0Y5flcoSPt,Dorothy Ashby,47,40941,afrobeat
2sf2owtFSCvz2MLfxmNdkb,Tinariwen,53,200413,afrobeat
3KH7WsR2JZQ94Ik8SyabU6,Amadou & Mariam,56,138870,afrobeat
1b3F5FI7TX4IWTNA4P1kWp,Hugh Masekela,49,68253,afrobeat
1mYvu9huHeR7ho3iGAgCsn,The Dynamics,54,23852,afrobeat
4WmMnGO1nLIsE85XwcBAZE,Orgone,46,39086,afrobeat
1iElGdidl4zFXOpaaem4wZ,Lijadu Sisters,45,26774,afrobeat
6ghiUK2ao3KcmmDt2pbNzN,Idris Muhammad,51,41178,afrobeat
6RTCb5pWKinqlUyG2qacit,Ernest Ranglin,50,35358,afrobeat
2s0Vf0XkLyHCQfyvFDnTi8,Jor'dan Armstrong,41,19841,afrobeat
1QVWN3ebl1dVgVbMgQPG8K,The Bamboos,50,51732,afrobeat
4PtVXWSOmF4Tox1jj6ctSq,Plastilina Mosh,58,459901,afrobeat
0liXA3xwx6pncxYQA30ahT,Limoblaze,45,9377,afrobeat
0Vd8YQz8TYk2vSKEYVvIgL,Dojo Cuts,50,25364,afrobeat
2KGF6IKZfVGCKfyqcNVGfh,Antibalas,43,51052,afrobeat
5ABBZoXY5r0UL1txACjinb,Ikebe Shakedown,41,20540,afrobeat
5e3Z7HYpiVcP3TlU0a4yap,Lack Of Afro,51,39402,afrobeat
30UIjoCGuL3Fa5BOc3ayNW,Manu Dibango,49,48424,afrobeat
0MiCOT2cVYso39XSskiUUo,The Souljazz Orchestra,49,60087,afrobeat
6UTUjmko5raD927Hbx960a,Jackie Mittoo,46,26659,afrobeat
0mdmrbu5UZ32uRcRp2z6mr,Francis Bebey,44,31111,afrobeat
0sjhSgEkyVa8QRmkkuckJ0,Bacao Rhythm & Steel Band,46,17901,afrobeat
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,85,4673962,alt-rock
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,86,14634349,alt-rock
6olE6TJLqED3rqDCT0FyPh,Nirvana,84,11511748,alt-rock
3mIj9lX2MWuHmhNCA7LSCW,The 1975,82,4475022,alt-rock
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,79,2206339,alt-rock
0SwO7SWeDHJijQ3XNS7xEE,MGMT,79,1965225,alt-rock
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,81,1195417,alt-rock
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,82,8096372,alt-rock
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,82,5601977,alt-rock
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,79,4055462,alt-rock
3jOstUTkEu2JkjvRdBA5Gu,Weezer,77,2130478,alt-rock
49bzE5vRBRIota4qeHtQM8,Skillet,78,3390926,alt-rock
6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,77,419858,alt-rock
0epOFNiUfyON9EYx7Tpr6V,The Strokes,79,3427685,alt-rock
6deZN1bslXzeGvOLaLMOIF,Nickelback,80,4707995,alt-rock
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,81,6153474,alt-rock
4ZgQDCtRqZlhLswVS6MHN4,grandson,78,653623,alt-rock
2yEwvVSSSUkcLeSTNyHKh8,TOOL,75,1695518,alt-rock
7gP3bB2nilZXLfPHJhMdvc,Foster The People,78,3026438,alt-rock
64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,75,2950347,alt-rock
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,79,2265485,alt-rock
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,76,2992211,alt-rock
40LHVA5BTQp9RxHOQ9JPYj,Lauren Daigle,75,1466073,alt-rock
3RNrq3jvMZxD9ZyoOZbQOD,Korn,77,4163430,alt-rock
6Ghvu1VvMGScGpOUJBAHNH,Deftones,75,1744128,alt-rock
7dOBabd5O4CvKrg4iriHTM,Kid Rock,73,1427899,alt-rock
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,76,3327708,alt-rock
2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,77,3848856,alt-rock
74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,77,2697693,alt-rock
6B5c4sch27tWHAGdarpPaW,Seether,74,2208227,alt-rock
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,76,1811029,alt-rock
3vDpQbGnzRbRVirXlfQagB,Sturgill Simpson,72,439996,alt-rock
3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,74,928162,alt-rock
0ZxZlO7oWCSYMXhehpyMvE,COIN,72,352869,alt-rock
4RddZ3iHvSpGV4dvATac9X,Papa Roach,77,3497538,alt-rock
6pRi6EIPXz4QJEOEsBaA0m,Chris Tomlin,73,1260536,alt-rock
2q3GG88dVwuQPF4FmySr9I,The Score,77,664560,alt-rock
2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,77,2965745,alt-rock
3YcBF2ttyueytpXtEzn1Za,Incubus,73,2383305,alt-rock
4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,71,430508,alt-rock
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,79,3828409,alt-rock
4j56EQDQu5XnL7R3E9iFJT,Young the Giant,71,1226418,alt-rock
1CFCsEqKrCyvAFKOATQHiW,Lecrae,71,895512,alt-rock
3vbKDsSS70ZX9D2OcvbZmS,Beck,73,1158813,alt-rock
4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,72,625947,alt-rock
2RTUTCvo6onsAnheUk3aL9,3 Doors Down,75,2936574,alt-rock
4F84IBURUo98rz4r61KF70,The White Stripes,75,2267358,alt-rock
74eX4C98E4FCrAMl39qRsJ,Theory of a Deadman,72,1413254,alt-rock
2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,72,2242876,alt-rock
6LuN9FCkKOj5PcnpouEgny,Khalid,93,12837593,alternative
3MZsBdqDrRTJihTHQrO6Dq,Joji,90,3591697,alternative
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,87,6634506,alternative
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,84,3813170,alternative
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,88,17141880,alternative
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,83,3067292,alternative
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,81,1018218,alternative
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,85,6115958,alternative
4IVAbR2w4JJNJDDRFP3E83,6LACK,83,2582261,alternative
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,81,4413126,alternative
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,79,305041,alternative
3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,78,56285,alternative
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,83,6637429,alternative
05fG473iIaoy82BF1aGhL8,Slipknot,81,6433371,alternative
70BYFdaZbEKbeauJ670ysI,Shinedown,76,2717563,alternative
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,79,4280020,alternative
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,77,3208020,alternative
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,79,4314140,alternative
6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,77,1036000,alternative
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,81,504740,alternative
5xkAtLTf309LAGZTbvULBn,Ruel,78,1281062,alternative
1ybINI1qPiFbwDXamRtwxD,Smino,74,437322,alternative
57vWImR43h4CaDao012Ofp,Steve Lacy,74,461825,alternative
0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,77,951300,ambient
26T4yOaOoFJvUvxR87Y9HO,Bethel Music,75,1012828,ambient
2VZNmg4vCnew4Pavo8zDdW,Max Richter,77,570364,ambient
2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,82,1988765,ambient
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,77,1812580,ambient
0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,72,363272,ambient
71jzN72g8qWMCMkWC5p1Z0,Alexandre Desplat,71,232493,ambient
1csBgT42N4pPPs1HJhxXIK,Thomas Newman,69,171375,ambient
7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,72,529866,ambient
7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,66,458840,ambient
4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,69,178933,ambient
2mvZFsiQR3yWcHAroduCTF,Liquid Mind,61,33048,ambient
69lxxQvsfAIoQbB20bEPFC,Philip Glass,67,433842,ambient
4n1lW38WKgyPEIZowQ3AND,Akira Kosemura,64,47894,ambient
6kBDZFXuLrZgHnvmPu9NsG,Aphex Twin,66,650154,ambient
72uoxerTvAd7x3cbfYmNc8,Chad Lawson,64,27314,ambient
12zbUHbPHL5DGuJtiUfsip,Julien Baker,62,201491,ambient
5gqhueRUZEa7VDnQt4HODp,Nils Frahm,67,437329,ambient
3nZ3ed6p4CKc1McTLypr6H,Marconi Union,61,137659,ambient
3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,65,168207,ambient
2wPDbhaGXCqROrVmwDdCrK,Oneohtrix Point Never,62,140847,ambient
7yxi31szvlbwvKq9dYOmFI,Jon Hopkins,64,355039,ambient
3LtlJprzuq0Ii8p8YFZXai,Peter Sandberg,65,35058,ambient
526q7RxT5KA1VGeQ5GMSHO,Craig Armstrong,64,57231,ambient
0s1ec6aPpRZ4DCj15w1EFg,Dario Marianelli,64,70740,ambient
0VOR7Ie9xUSb45fzIIVJQ1,Hammock,59,138272,ambient
6UEYawMcp2M4JFoXVOtZEq,Dustin O'Halloran,62,130165,ambient
2VKfXEWzhUi9siHBDTI02Y,Joep Beving,63,137266,ambient
00sazWvoTLOqg5MFwC68Um,Yann Tiersen,70,815852,ambient
5GHBk4xcO1UqlbyrUXv5dq,Alaskan Tapes,59,17125,ambient
3uOCouLFR4bVx0XeiQJSbl,Harold Budd,59,48660,ambient
0iqgjl0OG3z53PZVIB7ZyD,Víkingur Ólafsson,62,24991,ambient
2VAvhf61GgLYmC6C8anyX1,Boards of Canada,62,407112,ambient
1uQWmt1OhuHGRKmZ2ZcL6p,Explosions In The Sky,58,531456,ambient
0qzzGu8qpbXYpzgV52wOFT,Bibio,62,191780,ambient
1P6U1dCeHxPui5pIrGmndZ,Air,65,642331,ambient
4QK3YJ6hzJdhJHE9q7kbVV,Eluvium,55,60378,ambient
1tcgfoMTT1szjUeaikxRjA,Ryuichi Sakamoto,62,440758,ambient
6UUrUCIZtQeOf8tC0WuzRy,Sigur Rós,63,994730,ambient
2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,61,250577,ambient
6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,61,234305,ambient
3khg8RDB6nMuw34w1IHS6Y,Jónsi,59,144592,ambient
3duTXsC49HoPt4f4EySDKf,Luke Howard,58,21522,ambient
6GFfu1alUSrL7qazImC160,Keaton Henson,60,265976,ambient
0R5BzePlbvG8xTXw0QF3uw,Goldmund,56,84368,ambient
23Yv6j1axUmPPo5M6u6erO,Carlos Cipa,56,8862,ambient
758yIKdhJhWL6oTuTSFVV6,Dirk Maassen,61,30932,ambient
1joFZGTRER78nUsWtgHCHR,Rachel Portman,59,45364,ambient
1X93CiijNCFQa4o17hLwI3,Slow Meadow,56,34510,ambient
0jrFMgW018F1XVnLtCXOKi,Fabrizio Paterlini,60,63946,ambient
0blbVefuxOGltDBa00dspv,LiSA,78,1269261,anime
4sf4DrAOkheqktxTyKm7tO,AmaLee,69,274193,anime
7nzSoJISlVJsn7O0yTeMOB,Joe Hisaishi,70,434068,anime
58oPVy7oihAEXE0Ott6JOf,Eve,70,447514,anime
3oGVQWQy7lgTMuTnKUZZNZ,Yuki Hayashi,68,45779,anime
1snhtMLeb2DYoMOcVbb8iB,Kenshi Yonezu,78,2131716,anime
3eNYrVLcWfjJ9JdH9kiPJO,Linked Horizon,68,140971,anime
5YneEA2nLtAhkD5t2769lZ,Ikimonogakari,70,758879,anime
3B9O5mYYw89fFXkwKh7jCS,TK from Ling tosite sigure,68,232468,anime
3w2HqkKa6upwuXEULtGvnY,FLOW,67,281176,anime
56DDzGJXY0xndL9wu9aHUD,Yugo Kanno,66,53937,anime
3PWp9R5HvbQgxI5KBx5kVd,KANA-BOON,69,600504,anime
0Oazwl71qoHvXnbSxv0wOT,BURNOUT SYNDROMES,67,120892,anime
0PYPjvZaOa7bsCq26JOX8d,Vickeblanka,67,135388,anime
0NT8fqhPoKJrd038u1Qumz,物語シリーズ,64,26137,anime
3V79CTgRnsDdJSTqKitROv,Nobuo Uematsu,65,199258,anime
0Riv2KnFcLZA3JSVryRg4y,Hiroyuki Sawano,67,168755,anime
0bAsR2unSRpn6BQPEnNlZm,Aimer,71,1269461,anime
0MK8l3nURwwQIjafvXoJJt,ASIAN KUNG-FU GENERATION,67,705170,anime
6m14xgA0m3w92UM7ujJgky,UVERworld,68,792833,anime
4L0gz16xuM1as1OgYzh1SR,Kensuke Ushio,62,24463,anime
1NRrtMvT3o1TI6I8XCuweq,MYTH & ROID,60,112200,anime
5Qeyh2XKoITt1mlEVtzazC,DAOKO,63,237648,anime
4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,75,1391152,anime
3imCOAQnI4fF5dsncQqLBW,the peggies,62,81219,anime
3U3zr5PCRa9ty74uN46iBa,SEATBELTS,57,18092,anime
0LlH6J1tj2TPq7AlwXAkY5,Cö Shu Nie,61,133865,anime
3w1Q754jb31h5CXQCcnLNL,Capcom Sound Team,60,94180,anime
4S33gEeiCjwfD1FJKfMT3Y,Kevin Penkin,58,23957,anime
37aR5PqATWZwKvh9nkebho,dj-Jo,57,68372,anime
5k3NfhEeZHpouIGDpjKOPo,Shiro Sagisu,60,31030,anime
1KXJUpTiNeMv93LrJbbm7G,美波,61,151670,anime
0K05TDnN7xPwIHDOwD2YYs,Mili,59,96736,anime
30rNCtpbgMaznRM9h8jlLv,Tia,58,75035,anime
7gRg6C2qgQ1F01k3sgyEVt,SPYAIR,61,338829,anime
496DwthDgbHUwWycngajrJ,Yoshihisa Hirano,57,18186,anime
1CWmF1EcrKoWIbZt9Ivfg2,BLUE ENCOUNT,62,232107,anime
7rpKUJ0AnklJ8q9nIPVSpZ,Reol,64,145122,anime
24b231EnCM3BkpiuWs5VBE,SID,60,149589,anime
6b7F9Fnlc9n8PvM3EEaMNB,Fonzi M,58,38515,anime
3UX79kbvgAEhCSbA8HVv7W,Kenzie Smith Piano,58,24676,anime
64mecceQewFCKwCK6JBW0o,Yasuharu Takanashi,59,26615,anime
6T4K8YuFc0JPDrYgABbxao,amazarashi,60,278335,anime
0F4ybIPzwLfT5xzZQlYBXP,Asami Tachibana,57,2608,anime
0fj8MsM0gSugGUVd9RGV06,Keiichi Okabe,56,8033,anime
2uDsUIyCIqk9wKj17I8WAH,Yoko Shimomura,57,44797,anime
3GfNJrDTZY7voXPDx8gH9I,TeddyLoid,54,52268,anime
2SIBY7Jwq1kYng12Zguo3C,ReoNa,62,89309,anime
5Vo1hnCRmCM6M4thZCInCj,Official HIGE DANdism,79,2782152,anime
1MK0sGeyTNkbefYGj673e9,Behemoth,57,378690,black-metal
0NTSMFFapnyZfvmCwzcYPd,Cradle Of Filth,56,332714,black-metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,56,336355,black-metal
7L6u6TyhjuwubrcojPeNgf,Burzum,53,222174,black-metal
0dR10i73opHXuRuLbgxltM,Mayhem,51,230676,black-metal
4XpPveeg7RuYS3CgLo75t9,Deafheaven,47,139103,black-metal
6rBvjnvdsRxFRSrq1StGOM,Bathory,51,192658,black-metal
3544ImlskUwZqWJTmqWUsa,Myrkur,53,118354,black-metal
7FhkwcO8Jd7BRWdllBpXBJ,Rotting Christ,52,137161,black-metal
5fwaejlOHVBAw1KhIPPaQe,Venom,50,298994,black-metal
35jmO5o3AhUV70kiR7u4Nw,Morbid Angel,49,241413,black-metal
0d5ZwMtCer8dQdOPAgWhe7,Alcest,52,162304,black-metal
2K3GorTixXKAiwe2t9lO89,Deicide,49,227338,black-metal
7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,51,71331,black-metal
1k0jnWb55QS6FjTU9LzMhi,Mors Principium Est,51,54414,black-metal
7kWnE981vITXDnAD2cZmCV,Darkthrone,49,180054,black-metal
6bYFkBNvayh3nGqxcPp7Sv,Ulver,52,105693,black-metal
3Meu28o8P5z9Zjm6NTGihT,Agalloch,46,104877,black-metal
2mVTkiwfm4ic6DnHpmFq8K,Immortal,48,193939,black-metal
6SYbLA9utoNsllunR1TnkM,Sodom,52,254724,black-metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,49,99998,black-metal
5ctFffJBdJe8PZL7W7NeML,Fleshgod Apocalypse,48,115578,black-metal
2s5DSt9VBNzAn2TbtDHzFZ,Vader,47,145496,black-metal
4ZISAmHmQUDCpv8xydqeKG,Celtic Frost,45,136801,black-metal
5ZPr0RHsR3DrAhtsYMsfHR,Jesus Piece,41,40372,black-metal
7eYmDBinb760MUIfoRdlGQ,Bloodbath,46,127190,black-metal
1TX9g1uSl0B0DQIE9lBqmU,Draconian,51,77512,black-metal
213mmq3zkNWx7CtfzftTC5,Skeletonwitch,41,65279,black-metal
0WVXlaglIOtQueNbucPjZ0,Toxic Holocaust,44,88618,black-metal
221Rd0FvVxMx7eCbWqjiKd,Satyricon,49,166983,black-metal
2pnezMcaiTHfGmgmGQjLsB,Entombed,46,123528,black-metal
4ZgkHVHmGPXuRy8zd26ZJX,Finntroll,52,149346,black-metal
6jPWrSmxOd9mj7Xaj4EP2Y,Emperor,45,153023,black-metal
6qpmcQfxhmNxNMCJUrpHwe,Dissection,45,99512,black-metal
24dCDrr94SNSAREMJhBHCs,Woods Of Ypres,44,53398,black-metal
1uPIYn2IU0IuPWSZ58kzyM,Belphegor,44,107404,black-metal
5MlEt7qqXqNSReeX76xK6b,Septicflesh,48,92255,black-metal
32lwvl98Ck0aCggYSMUlaR,Dystopia,38,18903,black-metal
1Dt7cfRzxM8qPVa82jX9y5,Gorgoroth,44,161885,black-metal
721C5U5rM8J0jjq6IQuSBK,Sólstafir,50,101290,black-metal
2E1jLcUfqd9w2XtybNB2Za,Ihsahn,45,70442,black-metal
15LsRgSmN0t8VLcsUFYW5J,Batushka,46,83597,black-metal
2DlKh1IzbG3EwAMaTF2p4A,Inferi,40,20852,black-metal
58KBq6qkQnfWYRqCjffQQq,Harakiri for the Sky,45,47202,black-metal
0VE0GTaTSeeGSzrQpLmeb9,Kvelertak,50,115805,black-metal
7sJC2WkTzn7gqUhVfP9sOm,Carach Angren,42,66698,black-metal
2lxB5NTcQXj7GGRR4xAVaH,Marduk,45,136111,black-metal
21ojeH5LNADIGzJKc3hIlE,Dark Funeral,43,139292,black-metal
28KjD5HkkDDytQzKW7JzTp,Midnight,39,29563,black-metal
2Mz5qpR3WxbcBwZBsmraWE,Panopticon,36,34058,black-metal
196lKsA13K3keVXMDFK66q,The Avett Brothers,68,826319,bluegrass
5J6L7N6B4nI1M5cwa29mQG,Alison Krauss,65,234478,bluegrass
3bLSAQPeix7Xm2e5Gtn48R,The Steeldrivers,61,177120,bluegrass
675tsBPpaZtqyiBwEf3ZEP,Mandolin Orange,64,176651,bluegrass
3GjVVVcFmUgEJEAAsbGkf4,Trampled by Turtles,60,272791,bluegrass
6FxuPrpa8phaP3Xn73emhT,The Wood Brothers,62,164251,bluegrass
0OTnx2X2FDXeewcm72lavT,Alison Krauss & Union Station,59,133844,bluegrass
4DBi4EYXgiqbkxvWUXUzMi,Old Crow Medicine Show,60,328989,bluegrass
33bzrYoIWLx5uox3y0VtHn,Greensky Bluegrass,57,140413,bluegrass
1dyGPAYZZHHW6WIqwKN5QF,Chris Thile,57,83356,bluegrass
5Bcrb5qQMVTEbJ43fdIS4A,Mipso,61,52068,bluegrass
1ZN1c1qWEGZNX1pGeKCPpf,Billy Strings,57,98213,bluegrass
63knPlGzLHTNDf1J78Fvte,The Devil Makes Three,59,228634,bluegrass
0uNC9XuH437fKCCMuzvSks,Ricky Skaggs,55,71370,bluegrass
7fxtWEwKKrFaykKItspdYg,The Milk Carton Kids,61,144950,bluegrass
7jkhwa4XMe9XSt1r0AWNqD,Edgar Meyer,55,20318,bluegrass
2H5elA2mJKrHmqkN9GSfkz,Gillian Welch,61,157848,bluegrass
7N3JfLDzzjXdPbsyco7X0l,The String Cheese Incident,53,159529,bluegrass
1eNxt1JI2Bgjl8bPDQ5sG8,Dan Tyminski,54,25839,bluegrass
3bcLBxvaI7GsBzGp3WHnwQ,Nickel Creek,51,126466,bluegrass
5cudslRGWg0GsXaN79Wifs,Town Mountain,50,24041,bluegrass
5udgy2xk333j33hKnwDz8O,David Grisman,51,41789,bluegrass
1ReHC2jB2DGoPbMYhzuFuO,Yonder Mountain String Band,50,106162,bluegrass
53pmIwVqcTM68qW6PVhjW2,Stuart Duncan,52,8734,bluegrass
2ZfHMUPrxoZNDTBPHmmdhj,moe.,51,100949,bluegrass
1M3BVQ36cqPQix8lQNCh4K,Shovels & Rope,56,139858,bluegrass
4gFssfOmWNY3LfIZ3zyoy4,Punch Brothers,51,175931,bluegrass
6nFBonVf7Lqaj05R0v5VGJ,Sarah Jarosz,56,94080,bluegrass
